id,source,type,family,gold,predicted,max_probability,entropy_confidence,gold_nll,score_mae,state,instructions,criteria
v2-gen-choice-11-014,generated,choice,小数量の比較,ファイル,ペン,0.5263148384301002,0.30277523904585846,1.91188083893753,,入出庫記録: ファイルは在庫4個、そのうち予約4個、ノートは在庫4個、そのうち予約2個、冊子は在庫8個、そのうち予約0個、ラベルは在庫5個、そのうち予約4個、ケースは在庫12個、そのうち予約3個、ペンは在庫11個、そのうち予約0個、袋は在庫12個、そのうち予約5個、カードは在庫8個、そのうち予約5個。予約分は自由在庫に含めません。,自由在庫が最も少ない品を選んでください。,"{""カード"": ""カード"", ""ケース"": ""ケース"", ""ノート"": ""ノート"", ""ファイル"": ""ファイル"", ""ペン"": ""ペン"", ""ラベル"": ""ラベル"", ""冊子"": ""冊子"", ""袋"": ""袋""}"
v2-gen-noul-10-032,generated,noul,条件付き義務,true,false,0.5246246317810445,0.0017503291380498442,0.7436505381477277,,"{""規則"": ""追加申請なら上長の承認が必要。それ以外では義務なし"", ""条件に該当"": true, ""必要処置を実施"": true}",この案件は記載された義務のルールに違反していませんか。違反がなければはいです。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}"
v2-gen-noul-06-002,generated,noul,更新後の状態,true,false,0.5233366774489401,0.0015719559383864379,0.7409448600480505,,"{""対象"": ""草原"", ""更新記録"": [{""時刻"": 14, ""状態"": ""点検中""}, {""時刻"": 17, ""状態"": ""空席あり""}, {""時刻"": 21, ""状態"": ""満席""}, {""時刻"": 8, ""状態"": ""空席あり""}], ""規則"": ""最新時刻の記録が有効""}",最新の有効な記録から「満席」と言えますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}"
v2-gen-noul-04-029,generated,noul,例外の優先,false,true,0.5206515209553604,0.001230926626761053,0.7353274324178741,,"{""許可条件"": ""登録済み"", ""優先禁止条件"": ""申請保留中"", ""対象"": ""林"", ""許可条件に該当"": true, ""禁止条件に該当"": true}",禁止例外を先に考慮すると、この利用を認められますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}"
v2-gen-score-15-002,generated,score,軽重のある項目,2,3,0.5128915643793106,0.43122620398351497,1.2359889045342265,0.8775771993936563,"{""不備ごとの配点"": {""添付欠落"": 2, ""頁番号欠落"": 1, ""誤字"": 1, ""日付欠落"": 1, ""署名欠落"": 1, ""宛名不備"": 1, ""余白不備"": 1}, ""不備あり"": {""添付欠落"": false, ""頁番号欠落"": false, ""誤字"": true, ""日付欠落"": false, ""署名欠落"": false, ""宛名不備"": false, ""余白不備"": true}, ""上限"": 7}",配点の違いを反映した最終段階を選んでください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点"", ""不備点の合計が6点"", ""不備点の合計が7点以上""]"
manual_v2_choice_024,manual,choice,arithmetic,option_3,option_0,0.5117702948198978,0.12807497131206413,1.4652557647266267,,24枚の模様紙を6人で同じ枚数ずつ分け、余りが出ないようにした。,一人分を選ぶ。,"{""option_0"": ""3枚"", ""option_1"": ""6枚"", ""option_2"": ""8枚"", ""option_3"": ""4枚""}"
v2-gen-choice-11-024,generated,choice,小数量の比較,名札,ラベル,0.5032434203951425,0.3821187900032834,1.3360446160103912,,"{""在庫"": [{""品名"": ""冊子"", ""総在庫"": 5, ""予約分"": 4}, {""品名"": ""付箋"", ""総在庫"": 3, ""予約分"": 3}, {""品名"": ""箱"", ""総在庫"": 8, ""予約分"": 3}, {""品名"": ""ペン"", ""総在庫"": 2, ""予約分"": 0}, {""品名"": ""名札"", ""総在庫"": 16, ""予約分"": 4}, {""品名"": ""カード"", ""総在庫"": 8, ""予約分"": 1}, {""品名"": ""ラベル"", ""総在庫"": 11, ""予約分"": 2}], ""自由在庫"": ""総在庫から予約分を引く""}",自由在庫が最も多い品を選んでください。,"{""カード"": ""カード"", ""ペン"": ""ペン"", ""ラベル"": ""ラベル"", ""付箋"": ""付箋"", ""冊子"": ""冊子"", ""名札"": ""名札"", ""箱"": ""箱""}"
v2-gen-noul-11-032,generated,noul,参照関係の真偽,false,true,0.5029833718232924,2.5681588265991095e-05,0.6991317963491935,,担当表: 夕凪は渡辺、朝露は山田、青空は松本、星空は石田、木漏れ日は森、若葉は林。資料の関連先: 用紙は星空、箱は夕凪、ケースは木漏れ日、封筒は青空、カードは若葉、ファイルは朝露。,松本さんはケースが属する案件の担当者と言えますか。,"{""false"": ""いいえ。質問の命題は成立しない。"", ""true"": ""はい。質問の命題が成立する。""}"
v2-gen-choice-04-019,generated,choice,参照先の担当,林,山田,0.499724449415285,0.1366474461262721,0.9249506701703072,,担当: 水面は山田、春風は林、白波は佐藤。資料の所属: ペンは春風案件、名札は白波案件、テープは水面案件。確認する資料はペンです。,この資料について、所属案件を通じて連絡すべき担当者は誰ですか。,"{""佐藤"": ""佐藤さん"", ""山田"": ""山田さん"", ""林"": ""林さん""}"
v2-gen-score-13-028,generated,score,取消しを反映した件数,4,5,0.499621395191387,0.3171449575074974,1.3029099983021837,0.18180093363593208,若葉の申込み記録: 山田は受付済み・取消済み、吉田は受付済み・取消済み、遠藤は受付済み・取消なし、佐藤は受付済み・取消なし、松本は受付済み・取消なし、森は受付済み・取消なし、高橋は受付済み・取消済み。取消済みの申込みは有効件数から除きます。5件以上は最終段階5にまとめます。,取消し後に残る有効申込み数を段階として選んでください。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件以上""]"
manual_v2_choice_032,manual,choice,arithmetic,option_4,option_0,0.49772911676246023,0.2556233300219952,1.1931074949273264,,"{""楽譜全体のページ数"": 18, ""初日に読んだページ数"": 7, ""次の日に読んだページ数"": 6, ""重複して読んだページ"": 0}",未読ページ数を選ぶ。,"{""option_0"": ""3"", ""option_1"": ""4"", ""option_2"": ""6"", ""option_3"": ""7"", ""option_4"": ""5""}"
v2-gen-choice-03-038,generated,choice,最終更新,承認,保留,0.48734079550402115,0.3938581879756833,1.367802872109713,,"{""案件"": ""草原"", ""更新記録"": [{""時"": 10, ""状態"": ""確認中""}, {""時"": 18, ""状態"": ""承認""}, {""時"": 14, ""状態"": ""保留""}]}",最後の時刻の記録が有効です。現在の状態はどれですか。,"{""保留"": ""保留"", ""取消"": ""取消"", ""受取済み"": ""受取済み"", ""承認"": ""承認"", ""未着手"": ""未着手"", ""発送済み"": ""発送済み"", ""確認中"": ""確認中""}"
v2-gen-score-09-013,generated,score,例外による上限,3,2,0.48456621135077693,0.32735332201328904,0.9758765868372127,0.7331552156160339,"{""検査合格"": {""記録"": true, ""寸法"": true, ""表示"": true, ""動作"": false}, ""要再確認の印あり"": false, ""採点規則"": ""合格数が点数。ただし印があれば上限3点""}",例外条件を反映した評価段階を答えてください。,"[""最終点0点"", ""最終点1点"", ""最終点2点"", ""最終点3点"", ""最終点4点""]"
v2-gen-score-15-014,generated,score,軽重のある項目,4,5,0.47881540072964246,0.33561588066927284,1.7915553345164175,0.062393532487594605,この点検の配点: 添付欠落は2点、日付欠落は1点、余白不備は1点、頁番号欠落は1点、署名欠落は1点。見つかった不備: 添付欠落、日付欠落、余白不備。該当項目の点を合計し、5点以上は段階5にまとめます。,見つかった不備の点数を合計し、上限を適用してください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点以上""]"
v2-gen-score-15-016,generated,score,軽重のある項目,4,5,0.4767856604306158,0.34593786011232064,1.6935404332844746,1.1293475129259285,"{""不備ごとの配点"": {""署名欠落"": 2, ""頁番号欠落"": 1, ""宛名不備"": 1, ""添付欠落"": 1, ""日付欠落"": 1, ""誤字"": 1, ""余白不備"": 1}, ""不備あり"": {""署名欠落"": false, ""頁番号欠落"": true, ""宛名不備"": true, ""添付欠落"": true, ""日付欠落"": false, ""誤字"": false, ""余白不備"": true}, ""上限"": 7}",配点の違いを反映した最終段階を選んでください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点"", ""不備点の合計が6点"", ""不備点の合計が7点以上""]"
v2-gen-choice-06-002,generated,choice,時間枠の包含,黄,茶,0.4743167035935335,0.19601860248721736,0.7693231060667788,,部屋の連続利用可能時間: 茶室は14時から15時まで、青室は11時から13時まで、黄室は13時から16時まで。会議は13時開始、14時終了です。,会議開始から終了まで空いている部屋はどれですか。境界時刻が一致していても利用できます。,"{""茶"": ""茶室"", ""青"": ""青室"", ""黄"": ""黄室""}"
v2-gen-score-13-007,generated,score,取消しを反映した件数,1,2,0.47335560944695937,0.2656679383920175,1.747338466083852,1.2551807487281863,朝露の申込み記録: 加藤は受付済み・取消なし、山田は未受付・取消なし、吉田は受付済み・取消済み、高橋は未受付・取消なし、青木は未受付・取消なし、大野は未受付・取消なし。取消済みの申込みは有効件数から除きます。5件以上は最終段階5にまとめます。,受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件以上""]"
v2-gen-score-13-029,generated,score,取消しを反映した件数,4,5,0.45986975298858096,0.3582630048887706,1.3299597124091416,0.8207431974948998,灯台の申込み記録: 高橋は未受付・取消なし、佐藤は受付済み・取消なし、木村は受付済み・取消なし、松本は未受付・取消なし、森は受付済み・取消なし、吉田は受付済み・取消済み、中村は受付済み・取消なし、上田は受付済み・取消済み。取消済みの申込みは有効件数から除きます。6件以上は最終段階6にまとめます。,受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件以上""]"
v2-gen-score-12-006,generated,score,目標からの差,3,2,0.45574268787833727,0.3274923600294034,0.9877767142844267,0.7663711482111908,木漏れ日の目標数は15個、実績は12個です。多すぎても少なすぎても、目標から何個離れたかで評価します。差が4個以上なら最終段階4にまとめます。,目標からのずれの段階を選んでください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個以上""]"
v2-gen-score-06-027,generated,score,約束時刻からの遅れ,4,3,0.4556151048992696,0.2539980593860891,1.7487661566520913,1.2564986879009261,"{""便"": ""草原"", ""約束時刻"": 10, ""実際の到着時刻"": 19, ""同日"": true, ""早着時の遅れ"": 0}",到着の遅れを段階基準で評価してください。,"[""遅れが2時間未満"", ""遅れが2時間以上、4時間未満"", ""遅れが4時間以上、6時間未満"", ""遅れが6時間以上、8時間未満"", ""遅れが8時間以上""]"
v2-gen-score-13-049,generated,score,取消しを反映した件数,1,2,0.4465117907043334,0.21401281763145596,2.2398456311842825,1.4817340978270597,若葉の申込み記録: 渡辺は受付済み・取消済み、加藤は未受付・取消なし、木村は受付済み・取消済み、遠藤は未受付・取消なし、青木は未受付・取消なし、石田は未受付・取消なし、佐藤は受付済み・取消なし、吉田は受付済み・取消済み。取消済みの申込みは有効件数から除きます。5件以上は最終段階5にまとめます。,現在有効な申込みだけを数えて評価してください。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件以上""]"
v2-gen-score-10-029,generated,score,不足の段階,4,3,0.4393167484335721,0.35066843256815305,1.018964397691526,0.43204097998447644,"{""申請"": ""春風"", ""必要書類"": [""申込書"", ""添付図"", ""受領票"", ""同意書"", ""承認書"", ""見積書""], ""届いた書類"": [""同意書"", ""参考資料"", ""見積書""], ""余分な書類で代用できる"": false}",必要一覧と届いた一覧を照合し、不足の程度を判定してください。,"[""不足が0種類"", ""不足が1種類"", ""不足が2種類"", ""不足が3種類"", ""不足が4種類"", ""不足が5種類"", ""不足が6種類""]"
v2-gen-score-09-021,generated,score,例外による上限,5,4,0.4343340031111203,0.21279303531287086,2.0777196802972986,1.5736973613610075,"{""検査合格"": {""包装"": true, ""動作"": true, ""寸法"": true, ""外観"": true, ""記録"": true}, ""要再確認の印あり"": false, ""採点規則"": ""合格数が点数。ただし印があれば上限1点""}",上限制限を適用した最終点を選んでください。,"[""最終点0点"", ""最終点1点"", ""最終点2点"", ""最終点3点"", ""最終点4点"", ""最終点5点""]"
v2-gen-score-15-022,generated,score,軽重のある項目,3,4,0.4340793446434574,0.3095977499204965,1.740027382183856,1.2522398719193877,"{""不備ごとの配点"": {""署名欠落"": 2, ""日付欠落"": 1, ""頁番号欠落"": 1, ""余白不備"": 1, ""添付欠落"": 1, ""宛名不備"": 1}, ""不備あり"": {""署名欠落"": false, ""日付欠落"": false, ""頁番号欠落"": true, ""余白不備"": true, ""添付欠落"": false, ""宛名不備"": true}, ""上限"": 6}",項目数ではなく指定された点数で評価してください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点"", ""不備点の合計が6点以上""]"
manual_v2_score_028,manual,score,arithmetic,4,3,0.42873247232921513,0.24757762612353917,2.415835224505878,1.502692690420178,絵葉書を4人が2枚ずつ描いた。そのうち3枚を展示した。,展示していない枚数の区分を選ぶ。,"[""0枚"", ""1枚"", ""2枚"", ""3枚"", ""4枚以上""]"
v2-gen-choice-10-024,generated,choice,不在時の代理,大野,加藤,0.42590957759755266,0.05643373739393165,1.5252543704209724,,"{""案件担当"": {""白波"": ""木村"", ""夕凪"": ""大野"", ""草原"": ""吉田"", ""青空"": ""加藤""}, ""代理者"": {""木村"": ""大野"", ""大野"": ""吉田"", ""吉田"": ""加藤"", ""加藤"": ""木村""}, ""不在者"": [""大野"", ""吉田"", ""木村""], ""案件"": ""白波"", ""ルール"": ""担当者が不在なら指定代理に一度だけ振替。代理の在席状況は問わない""}",一回だけの代理振替を適用した後の宛先を答えてください。,"{""加藤"": ""加藤さん"", ""吉田"": ""吉田さん"", ""大野"": ""大野さん"", ""木村"": ""木村さん""}"
v2-gen-choice-12-043,generated,choice,条件付き不足書類,本人確認票,追加不要,0.41908675997203326,0.035859691614299916,0.9877735824573431,,"{""確認優先順"": [""承認書"", ""本人確認票""], ""代理申請だけに必要"": ""承認書"", ""代理申請"": false, ""提出済み"": [""承認書""]}",申請区分に応じて必要書類を確認し、最優先で追加提出を求めるものを答えてください。なければ追加不要です。,"{""承認書"": ""承認書"", ""本人確認票"": ""本人確認票"", ""追加不要"": ""必要書類はすべて提出済み""}"
v2-gen-score-13-004,generated,score,取消しを反映した件数,1,0,0.418424333265812,0.05877961596020609,0.8957938461509295,0.24513202231954923,"{""催し"": ""白波"", ""申込み"": [{""氏名"": ""上田"", ""受付済み"": false, ""取消済み"": false}, {""氏名"": ""木村"", ""受付済み"": false, ""取消済み"": false}, {""氏名"": ""吉田"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""高橋"", ""受付済み"": false, ""取消済み"": false}, {""氏名"": ""石田"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""松本"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""大野"", ""受付済み"": true, ""取消済み"": false}], ""まとめ方"": ""2件以上は段階2""}",受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件以上""]"
v2-gen-score-12-029,generated,score,目標からの差,4,6,0.41531019917039086,0.21736252698290814,1.364716710089212,0.44212605368798474,星空の目標数は10個、実績は14個です。多すぎても少なすぎても、目標から何個離れたかで評価します。差が6個以上なら最終段階6にまとめます。,不足・超過の向きではなく差の大きさで評価してください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個"", ""目標との差が5個"", ""目標との差が6個以上""]"
v2-gen-score-15-007,generated,score,軽重のある項目,3,4,0.40908885379603593,0.32668776399804167,1.002968944737482,0.7208321938276052,"{""不備ごとの配点"": {""日付欠落"": 2, ""添付欠落"": 1, ""頁番号欠落"": 1, ""宛名不備"": 1, ""誤字"": 1}, ""不備あり"": {""日付欠落"": false, ""添付欠落"": true, ""頁番号欠落"": true, ""宛名不備"": false, ""誤字"": true}, ""上限"": 5}",配点の違いを反映した最終段階を選んでください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点以上""]"
v2-gen-score-15-049,generated,score,軽重のある項目,3,4,0.38567060337514686,0.33990592334073455,1.004081995490442,0.7952423968998108,"{""不備ごとの配点"": {""宛名不備"": 2, ""誤字"": 1, ""添付欠落"": 1, ""日付欠落"": 1, ""余白不備"": 1}, ""不備あり"": {""宛名不備"": false, ""誤字"": true, ""添付欠落"": true, ""日付欠落"": true, ""余白不備"": false}, ""上限"": 5}",配点の違いを反映した最終段階を選んでください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点以上""]"
v2-gen-score-12-036,generated,score,目標からの差,5,1,0.3848759559555014,0.18216107428657402,1.8659837238368435,2.20523044461093,"{""案件"": ""青空"", ""目標数"": 15, ""実績数"": 20, ""採点"": ""差の絶対値。ただし6以上は段階6""}",目標からのずれの段階を選んでください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個"", ""目標との差が5個"", ""目標との差が6個以上""]"
v2-gen-score-06-022,generated,score,約束時刻からの遅れ,3,2,0.3791949238501772,0.22751596649094552,1.9249416950403138,0.9615406654752316,"{""便"": ""木漏れ日"", ""約束時刻"": 8, ""実際の到着時刻"": 15, ""同日"": true, ""早着時の遅れ"": 0}",約束時刻と到着時刻の差から、遅延段階を選んでください。,"[""遅れが2時間未満"", ""遅れが2時間以上、4時間未満"", ""遅れが4時間以上、6時間未満"", ""遅れが6時間以上、8時間未満"", ""遅れが8時間以上、10時間未満"", ""遅れが10時間以上、12時間未満"", ""遅れが12時間以上""]"
v2-gen-score-15-030,generated,score,軽重のある項目,6,5,0.3765251855177555,0.27020122344952124,1.4231453260460125,0.8053883516489044,"{""不備ごとの配点"": {""誤字"": 2, ""日付欠落"": 1, ""宛名不備"": 1, ""署名欠落"": 1, ""頁番号欠落"": 1, ""添付欠落"": 1, ""余白不備"": 1}, ""不備あり"": {""誤字"": true, ""日付欠落"": true, ""宛名不備"": true, ""署名欠落"": false, ""頁番号欠落"": true, ""添付欠落"": false, ""余白不備"": true}, ""上限"": 7}",配点の違いを反映した最終段階を選んでください。,"[""不備点の合計が0点"", ""不備点の合計が1点"", ""不備点の合計が2点"", ""不備点の合計が3点"", ""不備点の合計が4点"", ""不備点の合計が5点"", ""不備点の合計が6点"", ""不備点の合計が7点以上""]"
v2-gen-score-06-035,generated,score,約束時刻からの遅れ,4,2,0.3745333767163173,0.25511347844148513,2.3025544329614482,1.5240295894645812,夕凪便は9時到着の約束でした。実際の到着は同じ日の13時です。早着した場合の遅れは0時間とします。,約束時刻と到着時刻の差から、遅延段階を選んでください。,"[""遅れが1時間未満"", ""遅れが1時間以上、2時間未満"", ""遅れが2時間以上、3時間未満"", ""遅れが3時間以上、4時間未満"", ""遅れが4時間以上、5時間未満"", ""遅れが5時間以上""]"
v2-gen-score-06-002,generated,score,約束時刻からの遅れ,3,2,0.3664596789047171,0.10740220167083792,2.1314462494119617,0.23281968531515407,"{""便"": ""夕凪"", ""約束時刻"": 6, ""実際の到着時刻"": 12, ""同日"": true, ""早着時の遅れ"": 0}",到着の遅れを段階基準で評価してください。,"[""遅れが2時間未満"", ""遅れが2時間以上、4時間未満"", ""遅れが4時間以上、6時間未満"", ""遅れが6時間以上、8時間未満"", ""遅れが8時間以上、10時間未満"", ""遅れが10時間以上、12時間未満"", ""遅れが12時間以上、14時間未満"", ""遅れが14時間以上""]"
v2-gen-score-06-030,generated,score,約束時刻からの遅れ,7,5,0.36476253812664733,0.2646763798957783,1.5208459889312218,1.6401700182036318,星空便は6時到着の約束でした。実際の到着は同じ日の14時です。早着した場合の遅れは0時間とします。,約束時刻と到着時刻の差から、遅延段階を選んでください。,"[""遅れが1時間未満"", ""遅れが1時間以上、2時間未満"", ""遅れが2時間以上、3時間未満"", ""遅れが3時間以上、4時間未満"", ""遅れが4時間以上、5時間未満"", ""遅れが5時間以上、6時間未満"", ""遅れが6時間以上、7時間未満"", ""遅れが7時間以上""]"
v2-gen-score-13-016,generated,score,取消しを反映した件数,6,7,0.3459668923018515,0.35420853154087506,1.235366752952149,0.13158827678894092,朝露の申込み記録: 渡辺は未受付・取消なし、遠藤は受付済み・取消なし、山田は受付済み・取消済み、林は受付済み・取消なし、石田は受付済み・取消なし、青木は受付済み・取消なし、加藤は受付済み・取消なし、森は受付済み・取消なし。取消済みの申込みは有効件数から除きます。7件以上は最終段階7にまとめます。,受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件"", ""有効申込みが7件以上""]"
v2-gen-score-12-042,generated,score,目標からの差,5,2,0.3446253612313703,0.1311622974763057,1.2845587046142795,2.239875654740532,"{""案件"": ""木漏れ日"", ""目標数"": 15, ""実績数"": 20, ""採点"": ""差の絶対値。ただし5以上は段階5""}",示された上限を含め、実績のずれを段階に変換してください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個"", ""目標との差が5個以上""]"
manual_v2_score_027,manual,score,arithmetic,3,2,0.3286149566975638,0.0961722650994774,1.255192636107897,0.9477379418004919,色水8杯を二つの容器へ同じ量ずつ分けた。その後、片方から1杯取り出した。,取り出した側に残る杯数を選ぶ。,"[""0杯"", ""1杯"", ""2杯"", ""3杯"", ""4杯以上""]"
v2-gen-score-12-035,generated,score,目標からの差,4,5,0.3221924486925609,0.09429269582046351,1.8589301674627838,0.8715538976898229,水面の目標数は14個、実績は18個です。多すぎても少なすぎても、目標から何個離れたかで評価します。差が5個以上なら最終段階5にまとめます。,示された上限を含め、実績のずれを段階に変換してください。,"[""目標との差が0個"", ""目標との差が1個"", ""目標との差が2個"", ""目標との差が3個"", ""目標との差が4個"", ""目標との差が5個以上""]"
v2-gen-score-06-016,generated,score,約束時刻からの遅れ,5,4,0.31865265126419035,0.18954870653872502,1.35837341423126,0.3592773174017285,"{""便"": ""星空"", ""約束時刻"": 7, ""実際の到着時刻"": 18, ""同日"": true, ""早着時の遅れ"": 0}",遅れの時間に対応する段階を答えてください。,"[""遅れが2時間未満"", ""遅れが2時間以上、4時間未満"", ""遅れが4時間以上、6時間未満"", ""遅れが6時間以上、8時間未満"", ""遅れが8時間以上、10時間未満"", ""遅れが10時間以上、12時間未満"", ""遅れが12時間以上、14時間未満"", ""遅れが14時間以上""]"
v2-gen-score-06-023,generated,score,約束時刻からの遅れ,6,4,0.3168303811507821,0.19896250371922497,2.255397168596233,1.2046091105380619,"{""便"": ""夕凪"", ""約束時刻"": 7, ""実際の到着時刻"": 19, ""同日"": true, ""早着時の遅れ"": 0}",遅れの時間に対応する段階を答えてください。,"[""遅れが2時間未満"", ""遅れが2時間以上、4時間未満"", ""遅れが4時間以上、6時間未満"", ""遅れが6時間以上、8時間未満"", ""遅れが8時間以上、10時間未満"", ""遅れが10時間以上、12時間未満"", ""遅れが12時間以上、14時間未満"", ""遅れが14時間以上""]"
v2-gen-score-13-008,generated,score,取消しを反映した件数,1,2,0.30964113223639306,0.12866727765977903,1.8471979027323862,1.6048057923103958,木漏れ日の申込み記録: 森は受付済み・取消済み、大野は受付済み・取消済み、松本は未受付・取消なし、木村は未受付・取消なし、青木は受付済み・取消済み、林は受付済み・取消なし。取消済みの申込みは有効件数から除きます。6件以上は最終段階6にまとめます。,現在有効な申込みだけを数えて評価してください。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件以上""]"
v2-gen-score-13-022,generated,score,取消しを反映した件数,3,6,0.29240641065152884,0.15197298549548344,2.267337222910165,1.398028266011135,若葉の申込み記録: 青木は受付済み・取消なし、森は受付済み・取消なし、中村は受付済み・取消済み、加藤は受付済み・取消済み、大野は受付済み・取消済み、吉田は受付済み・取消済み、渡辺は受付済み・取消なし。取消済みの申込みは有効件数から除きます。6件以上は最終段階6にまとめます。,受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件以上""]"
v2-gen-score-13-044,generated,score,取消しを反映した件数,2,4,0.28604884798891467,0.12245720484029954,2.2315627797493662,2.0017064992059392,夕凪の申込み記録: 吉田は受付済み・取消なし、山田は受付済み・取消済み、木村は未受付・取消なし、大野は受付済み・取消済み、遠藤は受付済み・取消なし、中村は受付済み・取消済み、青木は受付済み・取消済み、加藤は受付済み・取消済み。取消済みの申込みは有効件数から除きます。7件以上は最終段階7にまとめます。,取消し後に残る有効申込み数を段階として選んでください。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件"", ""有効申込みが7件以上""]"
v2-gen-score-13-015,generated,score,取消しを反映した件数,2,1,0.2765372739446818,0.11680027532502546,1.4288422655814321,0.7844445379882847,"{""催し"": ""草原"", ""申込み"": [{""氏名"": ""渡辺"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""上田"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""青木"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""林"", ""受付済み"": true, ""取消済み"": false}, {""氏名"": ""松本"", ""受付済み"": true, ""取消済み"": true}, {""氏名"": ""加藤"", ""受付済み"": true, ""取消済み"": false}], ""まとめ方"": ""6件以上は段階6""}",受付済みから取消済みを除いた件数はいくつの段階ですか。,"[""有効申込みが0件"", ""有効申込みが1件"", ""有効申込みが2件"", ""有効申込みが3件"", ""有効申込みが4件"", ""有効申込みが5件"", ""有効申込みが6件以上""]"
v2-gen-choice-10-007,generated,choice,不在時の代理,森,佐藤,0.2343870296724292,0.11749319593624696,2.5624259552075612,,担当者: 水面は大野、夕凪は林、白波は佐藤、若葉は森、星空は松本、春風は加藤、草原は青木、木漏れ日は山田。代理者: 大野の代理は林、林の代理は佐藤、佐藤の代理は森、森の代理は松本、松本の代理は加藤、加藤の代理は青木、青木の代理は山田、山田の代理は大野。本日の不在者は佐藤、林、松本、森。問い合わせ先の案件は白波です。代理への振替は一回だけ行い、その先の不在は判定しません。,この案件を担当本人または指定代理に連絡します。宛先は誰ですか。,"{""佐藤"": ""佐藤さん"", ""加藤"": ""加藤さん"", ""大野"": ""大野さん"", ""山田"": ""山田さん"", ""松本"": ""松本さん"", ""林"": ""林さん"", ""森"": ""森さん"", ""青木"": ""青木さん""}"
